label,ra,dec,theta,p0,kPc
J1840-1419,18.6758222222222,-14.3180555555556,280.137333333333,6.5975626227,1.01
J1841-7845,18.6905277777778,-78.7541666666667,280.357916666667,0.3536025329,+4.01
J1842-0800,18.7152619444444,-8.01486111111111,280.728929166667,1.25546857429,4.23
J1842-0905,18.7061494444444,-9.09016666666667,280.592241666667,0.344642757467,7.41
J1842+1332,18.7083222222222,13.53375,280.624833333333,0.47160357893,5.90
J1843-0510,18.71937,-5.16791666666667,280.79055,0.671613828819,4.72
J1843-0744,18.7181908333333,-7.74169444444444,280.7728625,0.475392526561,5.77
J1843-1448,18.7170486111111,-14.8035027777778,280.755729166667,0.0054713308755095,3.42
J1843+2024,18.7239388888889,20.4151666666667,280.859083333333,3.4065386707,7.72
J1844+00,18.7363888888889,0.583333333333333,281.045833333333,0.460503,6.78
J1844-02,18.7480555555556,-2.93333333333333,281.220833333333,0.272963,8.77
J1844-0256,18.7485222222222,-2.94808333333333,281.227833333333,6.97127,5.99
J1844-0302,18.735255,-3.03644444444444,281.028825,1.19863027492,6.80
J1845-0316,18.7646944444444,-3.26805555555556,281.470416666667,0.2076357201,6.53
J1845-0635,18.7520572222222,-6.58983333333333,281.280858333333,0.34052764699,7.56
J1845-0743,18.7658833333333,-7.72733333333333,281.48825,0.104694545163,5.85
J1846-0257,18.7709694444444,-2.96,281.564541666667,4.4767225398,4.69
J1846-07492,18.7688886111111,-7.82033333333333,281.533329166667,0.861379642641,4.47
J1846-7403,18.7704944444444,-74.0511111111111,281.557416666667,4.8788385261,+4.07
J1847-0427,18.7885722222222,-4.46638888888889,281.828583333333,0.25924664288,4.17
J1848+0351,18.8117333333333,3.85991666666667,282.176,0.191442663494,10.53
J1848+0604,18.8151727777778,6.07966666666667,282.227591666667,2.21860264699,8.78
J1848+0647,18.8155583333333,6.79213888888889,282.233375,0.5059567391,1.44
J1848+0826,18.8121583333333,8.44330555555556,282.182375,0.32866472679,3.37
J1848-12,18.8005555555556,-12.7833333333333,282.008333333333,6.7953,2.43
J1848+12,18.8083333333333,12.8333333333333,282.125,0.75473,7.47
J1849-0001,18.8171138888889,-0.0215555555555556,282.256708333333,0.038518943432,0.95
J1849+2423,18.8262989722222,24.3961044444444,282.394484583333,0.27564149867101,4.02
J1850-0006,18.8466472222222,-0.10725,282.699708333333,2.1914979680,7.21
J1850-0026,18.8374205555556,-0.436555555555556,282.561308333333,0.1666339242514,10.69
J1850+0423,18.8398416666667,4.38588888888889,282.597625,0.290716217162,7.38
J1850+15,18.8358333333333,15.5333333333333,282.5375,1.383965,1.30
J1851-0029,18.8653036111111,-0.499472222222222,282.979554166667,0.518721435025,6.86
J1851+0232,18.85,2.53333333333333,282.75,0.34402,14.80
J1852+0040,18.8773805555556,0.672166666666667,283.160708333333,0.104912611147,10.02
J1853+03,18.8833333333333,3,283.25,0.58553,6.11
J1853-0649,18.890395,-6.82386111111111,283.355925,1.048132105087,1.89
J1854+00,18.9,0,283.5,0.76733,7.31
J1854+0306,18.9008277777778,3.10388888888889,283.512416666667,4.5578200962,4.11
J1854+0317,18.9080722222222,3.29194444444444,283.621083333333,1.3664496471,7.95
J1854-1557,18.9148888888889,-15.9561111111111,283.723333333333,3.4532,11.75
J1855+0205,18.9283461111111,2.09344444444444,283.925191666667,0.2468167699732,16.48
J1855+0527,18.9208536111111,5.46130555555556,283.812804166667,1.39348448168,9.70
J1855-0941,18.9210222222222,-9.68388888888889,283.815333333333,0.34540115992,4.87
J1856+0245,18.9474722222222,2.76305555555556,284.212083333333,0.08090668906,10.29
J1857+0526,18.9544044444444,5.44130555555556,284.316066666667,0.349951177522,11.44
J1857-1027,18.9573472222222,-10.4502777777778,284.360208333333,3.6872190477,3.64
J1858+02,18.9666666666667,2,284.5,0.19765,8.51
J1858+0346,18.9728777777778,3.77716666666667,284.593166666667,0.256843797950,7.28
J1858-0736,18.9789722222222,-7.61666666666667,284.684583333333,0.551058591,7.20
J1858-2216,18.9666666666667,-22.2666666666667,284.5,0.00238,1.35
J1859+00,18.9961111111111,0.583333333333333,284.941666666667,0.559634,8.91
J1859+1526,18.9956636111111,15.4363888888889,284.934954166667,0.933971582308,4.76
J1859+76,18.9833333333333,76.9,284.75,1.393617,+4.02
J1900-09,19.0038888888889,-9.46861111111111,285.058333333333,1.424,5.76
J1900+30,19.005,30.8833333333333,285.075,0.602227,4.56
J1900-7951,19.0067777777778,-79.8633888888889,285.101666666667,1.2791931935,+3.87
J1901+00,19.0255555555556,0.433333333333333,285.383333333333,0.777662,8.15
J1901+0235,19.0166666666667,2.58333333333333,285.25,0.88524,8.33
J1901+0459,19.0166666666667,4.98333333333333,285.25,0.87706,+30.00
J1901+1306,19.0302138888889,13.1134166666667,285.453208333333,1.8308574530,3.53
J1901-1740,19.021675,-17.6666666666667,285.325125,1.95685759005,1.27
J1902+02,19.0333333333333,2,285.5,0.41532,6.37
J1902+0723,19.0370944444444,7.3975,285.556416666667,0.4878126283,3.33
J1902-10,19.0383333333333,-10.6591666666667,285.575,0.7868,3.15
J1902-5105,19.0347222222222,-51.1619444444444,285.520833333333,0.00174,2.11
J1902-70,19.0333333333333,-70,285.5,0.00360,1.12
J1903+0415,19.05,4.25,285.75,1.15139,9.65
J1903-0848,19.0531308333333,-8.81594444444445,285.7969625,0.88732464056,2.32
J1903+2225,19.0647083333333,22.4200833333333,285.970625,0.65118538418,7.86
J1904+0412,19.0753838888889,4.20163888888889,286.130758333333,0.0710948973807,4.01
J1904+0738,19.0687591666667,7.64769166666667,286.0313875,0.2089583321216,5.86
J1904+0800,19.0676388888889,8.01461111111111,286.014583333333,0.263344725870,9.20
J1904+1011,19.0673583333333,10.1929444444444,286.010375,1.85656971650,4.03
J1904-16,19.0791666666667,-16.4130555555556,286.1875,1.541,+9.86
J1905+0154A,19.0876111111111,1.90916666666667,286.314166666667,0.00319294082,4.80
J1905+0616,19.0852358333333,6.27130555555556,286.2785375,0.989706023196,5.24
J1905+0902,19.0887597222222,9.04235833333333,286.331395833333,0.2182529126846,9.14
J1906+0055,19.1,0.916666666666667,286.5,0.00279,3.30
J1906+0725,19.1,7.41666666666667,286.5,1.53651,9.17
J1906+1854,19.1124194444444,18.9023611111111,286.686291666667,1.01909277135,11.06
J1907+0256,19.1166666666667,2.93333333333333,286.75,0.61877,6.68
J1907+05,19.1166666666667,5,286.75,0.16868,11.03
J1907+0918,19.1229002777778,9.30854444444445,286.843504166667,0.2261071099878,7.68
J1907+1149,19.1271611111111,11.8269722222222,286.907416666667,5.198346,5.28
J1907+1247,19.1196388888889,12.7933055555556,286.794583333333,0.82709737059,7.18
J1907-1532,19.11855,-15.5374722222222,286.77825,0.63223532885,3.09
J1908+0457,19.1378194444444,4.96138888888889,287.067291666667,0.8467928462,9.30
J1908+0500,19.1347672222222,5.015125,287.021508333333,0.29102078676,4.43
J1908+0734,19.1380583333333,7.57065555555556,287.070875,0.212352673319,0.58
J1908+0916,19.1496555555556,9.27055555555556,287.244833333333,0.83026988471,5.17
J1908+2351,19.1422055555556,23.8616388888889,287.133083333333,0.377578026,6.63
J1909+0641,19.15807,6.6905,287.37105,0.741761952452,1.86
J1909+0749,19.1522777777778,7.82555555555555,287.284166666667,0.23716129322,10.84
J1909+1148,19.15,11.8,287.25,0.44895,5.18
J1909+1450,19.1574888888889,14.8494444444444,287.362333333333,0.9961077952,4.94
J1909+1859,19.1551677777778,18.9863166666667,287.327516666667,0.54245109601,3.40
J1910+0714,19.1718325,7.23661111111111,287.5774875,2.7124228384,3.60
J1910+1027,19.1666666666667,10.45,287.5,0.53147,19.20
J1910-5959A,19.1952098944444,-59.9741396944444,287.928148416667,0.00326618657079054,2.22
J1910-5959B,19.1811265555556,-59.9835725,287.716898333333,0.008357798500844,2.15
J1910-5959C,19.1848764444444,-60.0165833333333,287.773146666667,0.0052773269323093,2.16
J1910-5959D,19.18122675,-59.9848552777778,287.71840125,0.009035285247765,2.15
J1910-5959E,19.1811547777778,-59.9839130555556,287.717321666667,0.004571765939750,2.16
J1911+00,19.1966666666667,0.616666666666667,287.95,6.94,3.14
J1911+0101A,19.1864137694444,1.03603916666667,287.796206541667,0.003618524251059,7.12
J1911+0101B,19.1868256944444,1.03067777777778,287.802385416667,0.005384325706188,6.80
J1911+09,19.1833333333333,9,287.75,0.27371,6.88
J1911+10,19.1833333333333,10,287.75,0.19089,8.19
J1911-1114,19.19702575,-11.2395361111111,287.95538625,0.0036257455713977,1.59
J1911+1758,19.1987194444444,17.9793861111111,287.980791666667,0.46040581878,2.54
J1911+37,19.1833333333333,37.6333333333333,287.75,0.851095,6.96
J1912+1036,19.2128694444444,10.6115555555556,288.193041666667,0.409349485862,4.23
J1912+2525,19.2051738888889,25.4172555555556,288.077608333333,0.62197624506,2.02
J1913+0446,19.2307833333333,4.76833333333333,288.46175,1.61612987171,3.41
J1913+0617,19.2166666666667,6.28333333333333,288.25,0.00503,3.97
J1913+0936,19.2313055555556,9.61161111111111,288.469583333333,1.24196459936,4.22
J1913+1103,19.2166666666667,11.05,288.25,0.92391,12.69
J1913+1330,19.2216597222222,13.5091111111111,288.324895833333,0.92339055858,5.35
J1913+3732,19.2244130555556,37.53675,288.366195833333,0.851078948902,5.50
J1914+0659,19.2333333333333,6.98333333333333,288.5,0.01851,5.26
J1914+1122,19.2361444444444,11.3676944444444,288.542166666667,0.60099749634,3.80
J1915+0738,19.2568888888889,7.64205555555556,288.853333333333,1.54270444942,1.98
J1915+0752,19.2505388888889,7.86922222222222,288.758083333333,2.05831378861,3.56
J1915-11,19.25,-11.5,288.75,2.1770,4.76
J1915+1144,19.25,11.7333333333333,288.75,0.17365,6.90
J1915+1149,19.25,11.8166666666667,288.75,0.10004,18.89
J1916+0748,19.2809722222222,7.8,289.214583333333,0.54175211381,8.24
J1916+1030,19.2699222222222,10.5148333333333,289.048833333333,0.62896972129,7.55
J1916+1225,19.2722347222222,12.43165,289.083520833333,0.227387488792,6.19
J1917+0834,19.2969036111111,8.58184166666667,289.453554166667,2.129665364024,1.51
J1917+1737,19.2899933333333,17.6254444444444,289.3499,0.334725226760,10.21
J1918-1052,19.3134019444444,-10.87955,289.701029166667,0.798692542358,2.78
J1918+1310,19.3,13.1666666666667,289.5,0.85674,6.31
J1918+1541,19.3021388888889,15.6875555555556,289.532083333333,0.37088299877,0.68
J1919+0134,19.3287833333333,1.58236111111111,289.93175,1.60398355528,10.23
J1919+1314,19.3258294444444,13.2436944444444,289.887441666667,0.571399860595,20.84
J1919+1645,19.3192341666667,16.7563111111111,289.7885125,0.562789986697,9.56
J1919+1745,19.3287061111111,17.7510527777778,289.930591666667,2.081343459724,6.86
J1920-09,19.3469444444444,-9.77416666666667,290.204166666667,1.038,5.75
J1921+1544,19.3629089722222,15.7381833333333,290.443634583333,0.1435756814094,15.10
J1921+16,19.35,16,290.25,0.93643,8.34
J1921+2003,19.3643325,20.0557777777778,290.4649875,0.76068138902,5.16
J1921+42,19.3655555555556,42.4166666666667,290.483333333333,0.595201,3.47
J1922+1733,19.3814494444444,17.5565194444444,290.721741666667,0.2361708772317,10.00
J1922+58,19.3666666666667,58.4666666666667,290.5,0.529623,+5.38
J1923+1706,19.3855138888889,17.1026111111111,290.782708333333,0.547209201831,6.38
J1923+2515,19.3895818222222,25.2612898888889,290.843727333333,0.00378815551961303,0.99
J1924+1628,19.4,16.4666666666667,291,0.37509,+30.00
J1924+1631,19.4152444444444,16.5302222222222,291.228666666667,2.9351864592,28.35
J1924+1639,19.4008643055556,16.6613211111111,291.012964583333,0.1580429177826,9.13
J1924+17,19.4,17,291,0.75843,+30.00
J1924+2040,19.4111111111111,20.6675,291.166666666667,0.237790138,10.75
J1925-16,19.4183333333333,-16.0166666666667,291.275,3.8858,+7.00
J1925+1721,19.4166666666667,17.35,291.25,0.07566,9.61
J1925+19,19.4238888888889,19.0666666666667,291.358333333333,1.916353,16.42
J1926+0737,19.4427055555556,7.61866666666667,291.640583333333,0.318062050971,5.61
J1926-1314,19.4482875,-13.2343888888889,291.7243125,4.86428379983,2.09
J1926+1613,19.4333333333333,16.2166666666667,291.5,0.3083,1.70
J1926+1928,19.4396722222222,19.4699166666667,291.595083333333,1.34601218493,+30.00
J1926+2016,19.4383511111111,20.2669805555556,291.575266666667,0.2990717782966,11.85
J1927+1852,19.452895,18.8690277777778,291.793425,0.482766273821,10.28
J1927+1856,19.4569361111111,18.9435555555556,291.854041666667,0.298313497249,4.81
J1927+2234,19.4522444444444,22.5825833333333,291.783666666667,1.431066414236,9.30
J1928+15,19.4722222222222,15.2166666666667,292.083333333333,0.403,9.87
J1928+1746,19.4784869444444,17.7748944444444,292.177304166667,0.0687304058253,8.12
J1928+1923,19.4681008333333,19.3920333333333,292.0215125,0.817329808312,+30.00
J1929+00,19.4911111111111,0.433333333333333,292.366666666667,1.166900,1.74
J1929+16,19.4883333333333,16.35,292.325,0.529681,0.63
J1929+1844,19.4879944444444,18.7498611111111,292.319916666667,1.22047000453,5.34
J1929+19,19.4922222222222,19.0833333333333,292.383333333333,0.3392154,+30.00
J1929+1955,19.48821425,19.9188638888889,292.32321375,0.2578319398983,12.08
J1929+2121,19.4845108333333,21.3563,292.2676625,0.723598503258,3.36
J1929+62,19.4833333333333,62.2666666666667,292.25,1.456004,+5.24
J1930+1316,19.5002630555556,13.26975,292.503945833333,0.76003196831,8.28
J1930+14,19.5,14,292.5,0.42571,8.85
J1930+17,19.5122222222222,17.4166666666667,292.683333333333,1.6096903,9.20
J1930-1852,19.5082543333333,-18.8628527777778,292.623815,0.18552016047926,2.34
J1930+1852,19.5083694444444,18.8705833333333,292.625541666667,0.136855046957,12.32
J1931+1440,19.5166666666667,14.6666666666667,292.75,1.77923,10.31
J1931+1536,19.5321416666667,15.6159722222222,292.982125,0.314355396469,6.41
J1931+1952,19.5321844444444,19.8698611111111,292.982766666667,0.501123112694,22.62
J1931+30,19.5244444444444,30.5833333333333,292.866666666667,0.582126,3.03
J1932+17,19.5333333333333,17,293,0.04182,2.70
J1932-3655,19.5350416666667,-36.91725,293.025625,0.57142031970,+4.41
J1933+0758,19.5553908333333,7.96861388888889,293.3308625,0.437454407217,8.33
J1933+1304,19.5562580555556,13.0805472222222,293.343870833333,0.928323751417,8.10
J1933+1726,19.55,17.4333333333333,293.25,0.02151,7.41
J1933-6211,19.5590075555556,-62.1963558333333,293.385113333333,0.003543431438847,0.63
J1934+19,19.5666666666667,19,293.5,0.23099,4.74
J1934+2352,19.5794972222222,23.8821944444444,293.692458333333,0.17843152366,23.98
J1935+12,19.5875,12.05,293.8125,1.93990,9.81
J1935+1726,19.58443,17.4412388888889,293.76645,0.004200101791882,3.11
J1935+1745,19.5916583333333,17.7533888888889,293.874875,0.654408146583,9.57
J1935+2025,19.5949836111111,20.4278055555556,293.924754166667,0.080118133455,8.64
J1935+52,19.5833333333333,52.2,293.75,0.568387,+6.84
J1936+1536,19.6004222222222,15.61,294.006333333333,0.96733836953,8.41
J1936+20,19.6,20,294,1.39088,9.03
J1936+21,19.6080555555556,21.2,294.120833333333,0.642932,10.11
J1937-00,19.6191666666667,-0.283333333333333,294.2875,0.2401,3.60
J1938+0650,19.6315166666667,6.835,294.47275,1.121561892,3.64
J1938+2010,19.63565,20.1810277777778,294.53475,0.68708185664,14.36
J1938+2012,19.6333333333333,20.2,294.5,0.00263,9.42
J1938+2213,19.6372722222222,22.2201888888889,294.559083333333,0.1661155731566,4.54
J1939+10,19.6530555555556,10.75,294.795833333333,2.31,4.58
J1939+66,19.6666666666667,66.2,295,0.022260606,3.36
J1940+2246,19.6666666666667,22.7666666666667,295,0.25889,8.82
J1940+2337,19.6765238888889,23.6295833333333,295.147858333333,0.546824157964,9.87
J1940-2403,19.675,-24.05,295.125,1.855276,+4.91
J1941+0121,19.6877886111111,1.36097222222222,295.316829166667,0.217317451828,2.89
J1941+1026,19.692315,10.4404444444444,295.384725,0.90539388830,8.60
J1941+2525,19.6891111111111,25.4181388888889,295.336666666667,2.30615269700,15.35
J1941+43,19.7,43.3833333333333,295.5,0.840887,5.91
J1942+1743,19.7002861111111,17.7245277777778,295.504291666667,0.69626221476,9.83
J1942+81,19.7,81.1,295.5,0.2035682,+4.19
J1943+0609,19.7247588888889,6.166,295.871383333333,0.446226281658,3.89
J1944+0907,19.7359224555556,9.12312188888889,296.038836833333,0.0051852019041260,1.28
J1944-10,19.7333333333333,-10.2833333333333,296,0.409135,1.76
J1944+1755,19.7421666666667,17.9284444444444,296.1325,1.9968990135,9.50
J1945+07,19.7652777777778,7.28333333333333,296.479166666667,1.0739,3.47
J1945+1834,19.7600277777778,18.57225,296.400416666667,1.06870769134,12.77
J1946-1312,19.7827302777778,-13.2101111111111,296.740954166667,0.491865489484,+5.64
J1946+2244,19.7735805555556,22.7498333333333,296.603708333333,1.33444985809,7.09
J1946+24,19.7666666666667,23.9666666666667,296.5,4.729,4.84
J1946+2535,19.7803055555556,25.5976388888889,296.704583333333,0.51516705131,9.58
J1946+2611,19.7793916666667,26.197,296.690875,0.4350602546,7.78
J1946+3417,19.7736477277778,34.2874102777778,296.604715916667,0.003170139227806,6.41
J1947+0915,19.7961722222222,9.25222222222222,296.942583333333,1.48074382424,5.80
J1947+10,19.7933333333333,10.7333333333333,296.9,1.110944,+13.83
J1947+1957,19.7887319444444,19.9523305555556,296.830979166667,0.157508542541,9.51
J1947-4215,19.785,-42.25,296.775,1.798069,2.97
J1948+2551,19.8048830555556,25.8644305555556,297.073245833333,0.1966268136138,11.85
J1949+2306,19.8187,23.1154166666667,297.2805,1.31937338530,8.65
J1950+05,19.8494444444444,5.58333333333333,297.741666666667,0.455934,4.43
J1951+1123,19.8522916666667,11.3903333333333,297.784375,5.0940830275,1.66
J1953+1149,19.8965194444444,11.8285,298.447791666667,0.8518902768,+12.53
J1953+1846A,19.8961111111111,18.7783333333333,298.441666666667,0.004888,6.68
J1953+2732,19.8855,27.5467222222222,298.2825,1.33396499366,7.86
J1953+67,19.8833333333333,67.0333333333333,298.25,0.008565431,+5.37
J1954+43,19.9166666666667,43.8333333333333,298.75,1.386961,+12.57
J1956+0838,19.94785,8.638,299.21775,0.303910924347,4.31
J1956-28,19.9333333333333,-27.8833333333333,299,0.2600144,+4.08
J1957+2516,19.95,25.2666666666667,299.25,0.00396,2.29
J1959+2048,19.9935471888889,20.8042006111111,299.903207833333,0.00160740168480632,1.53
J1959+3620,19.9938972222222,36.3414166666667,299.908458333333,0.40608118100,+29.32
J2001+42,20.0333333333333,42.7166666666667,300.5,0.719161,3.06
J2002+1637,20.0466027777778,16.6213055555556,300.699041666667,0.27649748362,6.10
J2002+30,20.0494444444444,30.5833333333333,300.741666666667,0.421794,7.43
J2004+3429,20.0797138888889,34.48825,301.195708333333,0.24095264193,22.18
J2005+3547,20.0881925,35.7903888888889,301.3228875,0.615033894871,+30.00
J2005+3552,20.0965277777778,35.8734166666667,301.447916666667,0.30794290464,+30.00
J2006+3102,20.1030555555556,31.0341666666667,301.545833333333,0.16369523645,5.58
J2007+0809,20.1204166666667,8.15916666666667,301.80625,0.32572436605,3.44
J2007+0910,20.1328064166667,9.17025833333333,301.99209625,0.4587348258074,2.93
J2007+20,20.1166666666667,20.35,301.75,4.634,3.72
J2007+3120,20.11917,31.34765,301.78755,0.60820531457,7.28
J2008+2513,20.1431894444444,25.2251,302.147841666667,0.58919550332,3.22
J2009+3326,20.1636555555556,33.4361666666667,302.454833333333,1.43836860189,10.73
J2010-1323,20.1794221111111,-13.3988963888889,302.691331666667,0.005223271015190,1.29
J2010+2845,20.1680744444444,28.7581027777778,302.521116666667,0.5653693451984,6.03
J2010+3230,20.1740277777778,32.5020277777778,302.610416666667,1.44244752060,18.89
J2011+3331,20.1847016666667,33.5235111111111,302.770525,0.931733093470,12.95
J2012-2029,20.2129444444444,-20.4919444444444,303.194166666667,0.54400187061,+3.92
J2013-0649,20.2215974166667,-6.81816388888889,303.32396125,0.5801872690010,+4.85
J2013+3058,20.2261813888889,30.9807472222222,303.392720833333,0.2760276934460,6.88
J2015+2524,20.2535277777778,25.4086944444444,303.802916666667,2.3032990816,0.69
J2017+0603,20.2896401111111,6.05154694444444,304.344601666667,0.002896215815562,1.32
J2017+2043,20.2913716666667,20.7255277777778,304.370575,0.537143086032,3.55
J2017+59,20.3,59.2166666666667,304.5,0.403619,4.71
J2018+3431,20.3147766666667,34.5168083333333,304.72165,0.3876640866385,8.79
J2019+2425,20.3255413888889,24.4209177222222,304.883120833333,0.00393452408033124,0.91
J2022+3842,20.3726913888889,38.7041166666667,305.590370833333,0.048578779636,+30.00
J2024+48,20.4,48,306,1.262,5.62
J2027+2146,20.4546361111111,21.7678972222222,306.819541666667,0.398173021652,10.09
J2027+74,20.4666666666667,74.7833333333333,307,0.515229,0.60
J2029+45,20.4833333333333,45,307.25,1.099,19.49
J2030+55,20.5,55,307.5,0.579,3.67
J2033+0042,20.5586416666667,0.706111111111111,308.379625,5.01339800063,2.87
J2033-1938,20.5653888888889,-19.6497222222222,308.480833333333,1.28171902379,1.54
J2036+2835,20.6128786111111,28.5862333333333,309.193179166667,1.35872676315,6.78
J2037+1942,20.6207055555556,19.7150833333333,309.310583333333,2.0743770781,2.05
J2038+35,20.6333333333333,35,309.5,0.16,3.12
J2038-3816,20.6483861111111,-38.2699722222222,309.725791666667,1.5772861505,+2.94
J2040+1657,20.6716291666667,16.9584611111111,310.0744375,0.865606225032,3.51
J2043+1711,20.722467525,17.1913744444444,310.837012875,0.00237987896026,1.13
J2043+2740,20.72875,27.6822222222222,310.93125,0.09613056295,1.13
J2043+7045,20.7166666666667,70.75,310.75,0.588,+6.00
J2044+4614,20.7496666666667,46.2483333333333,311.245,1.3927154635,26.78
J2045+0912,20.7631510555556,9.2081,311.447265833333,0.3955551117394,1.99
J2047+1053,20.7833333333333,10.8833333333333,311.75,0.00429,2.23
J2048+2255,20.8127411111111,22.9181416666667,312.191116666667,0.2839009641977,6.18
J2050+13,20.8333333333333,13.0166666666667,312.5,1.220,+5.40
J2051-0827,20.8520873611111,-8.46049861111111,312.781310416667,0.0045086417449716,1.28
J2053-7200,20.8964277777778,-72.0117222222222,313.446416666667,0.341336231373,1.05
J2102+38,21.0333333333333,38,315.5,1.19,4.86
J2105+28,21.1,28.4833333333333,316.5,0.405737,4.58
J2108-3429,21.1418027777778,-34.4938611111111,317.127041666667,1.4231018383,+2.63
J2111+2106,21.1925361111111,21.1019444444444,317.888041666667,3.9538529596,+5.64
J2111+40,21.1833333333333,40,317.75,4.061,7.21
J2113+67,21.2333333333333,67.0333333333333,318.5,0.5521697,3.65
J2122+54,21.3833333333333,54.55,320.75,0.1388657,1.70
J2127-6648,21.4586888888889,-66.8078055555555,321.880333333333,0.32577128742,+2.75
J2129-04,21.4833333333333,-4,322.25,0.00762,1.03
J2129+1210A,21.49951292,12.1670094166667,322.4926938,0.11066470446904,+3.84
J2129+1210B,21.49962,12.1667527777778,322.4943,0.05613303552473,+3.84
J2129+1210C,21.5003345,12.1772802777778,322.5050175,0.03052929614864,+3.84
J2129+1210D,21.4995205555556,12.1665944444444,322.492808333333,0.0048028043457,+3.84
J2129+1210E,21.4994963888889,12.1690638888889,322.492445833333,0.00465143521539,+3.84
J2129+1210F,21.4992161111111,12.167475,322.488241666667,0.00402704270710,+3.84
J2129+1210G,21.4994305555556,12.1659166666667,322.491458333333,0.037660166953,+3.84
J2129+1210H,21.4994955555556,12.1665083333333,322.492433333333,0.0067433942397,+3.84
J2136-1606,21.6000611111111,-16.1036111111111,324.000916666667,1.22723540015,1.27
J2137+64,21.6166666666667,64.3166666666667,324.25,1.75087,+11.30
J2138+4911,21.6333333333333,49.1833333333333,324.5,0.696,7.49
J2139+00,21.6616666666667,0.6,324.925,0.312470,+2.97
J2139+2242,21.6574722222222,22.7116666666667,324.862083333333,1.08351351364,+4.71
J2140-2310A,21.6728905833333,-23.1802204444444,325.09335875,0.0110193290688805,+2.42
J2144-3933,21.7366834455556,-39.5658014,326.050251683333,8.509827491,0.18
J2149+6329,21.8329416666667,63.4954166666667,327.494125,0.38014034472,+13.65
J2151+2315,21.8580277777778,23.2535555555556,327.870416666667,0.593533613,1.42
J2155+2813,21.9210611111111,28.2200277777778,328.815916666667,1.6090199964,+5.06
J2155-5641,21.9170555555556,-56.6991666666667,328.755833333333,1.373654387,0.86
J2156+2618,21.9399177777778,26.3084638888889,329.098766666667,0.49814907254,+4.71
J2203+50,22.05,50,330.75,0.745,3.60
J2204+27,22.0777777777778,27.0333333333333,331.166666666667,0.0847,2.61
J2205+1444,22.0881241666667,14.7420277777778,331.3218625,0.93801422813,+3.33
J2206+6151,22.1050330555556,61.8661388888889,331.575495833333,0.322673549948,13.81
J2207+40,22.1166666666667,40.95,331.75,0.6369852,0.64
J2208+5500,22.1399222222222,55.0023361111111,332.098833333333,0.933161074780,3.55
J2210+57,22.1833333333333,57.4833333333333,332.75,2.05743,8.67
J2213+53,22.2166666666667,53,333.25,0.751,7.58
J2215+1538,22.2610147222222,15.6430222222222,333.915220833333,0.3741958930416,3.12
J2215+5135,22.2590777777778,51.5934583333333,333.886166666667,0.00261,3.30
J2216+5759,22.2681166666667,57.99825,334.02175,0.41910226464,7.82
J2217+5733,22.2986194444444,57.5511111111111,334.479291666667,1.05684421944,6.82
J2222-0137,22.3683247502778,-1.62103455833333,335.524871254167,0.032817859053065,0.17
J2222+5602,22.3666666666667,56,335.5,1.336,7.22
J2225+35,22.4133333333333,35.5,336.2,0.94,+5.56
J2227+30,22.4583333333333,30.6,336.875,0.842408,2.36
J2229+2643,22.4974684444444,26.7327180555556,337.462026666667,0.0029778192947556,1.43
J2229+6114,22.4848,61.2359166666667,337.272,0.05162357393,12.71
J2229+64,22.4833333333333,64.9666666666667,337.25,1.89312,+16.46
J2234+06,22.5727777777778,6.18333333333333,338.591666666667,0.0036,0.63
J2234+2114,22.5824,21.2385555555556,338.736,1.35874531269,+3.38
J2235+1506,22.59547225,15.1136277777778,338.93208375,0.059767357984547,1.15
J2236-5527,22.6144030555556,-55.4635647222222,339.216045833333,0.006907549392921,2.03
J2238+6021,22.6333333333333,60.35,339.5,3.07,8.74
J2243+1518,22.71938,15.306975,340.7907,0.596799464458,+2.90
J2243+69,22.7333333333333,69.6666666666667,341,0.855405,3.94
J2244+63,22.7333333333333,63,341,0.461,3.58
J2253+1516,22.8873702777778,15.277175,343.310554166667,0.792235920118,+2.81
J2256-1024,22.9489972222222,-10.4095472222222,344.234958333333,0.00229,0.91
J2302+4442,23.0463832222222,44.7061361111111,345.695748333333,0.005192324646411,0.75
J2302+6028,23.0364444444444,60.4667277777778,345.546666666667,1.20640428819,6.80
J2305+4707,23.098845,47.1292555555556,346.482675,1.066371071565,4.35
J2307+2225,23.1281355555556,22.4305888888889,346.922033333333,0.535828895432,0.38
J2311+67,23.1833333333333,67.0833333333333,347.75,1.9447,5.02
J2315+58,23.25,58,348.75,1.061,2.86
J2316+64,23.2666666666667,64,349,0.216,+25.71
J2316+69,23.2833333333333,69.2,349.25,0.813386,3.62
J2317+1439,23.2858992305556,14.6586722222222,349.288488458333,0.0034452510710225,1.89
J2319+6411,23.3264472222222,64.1904875,349.896708333333,0.21601827884014,+25.66
J2322+2057,23.3728766527778,20.9508163888889,350.593149791667,0.0048084282098381,0.78
J2324-6054,23.4074944444444,-60.9016944444444,351.112416666667,2.3474860533,0.90
J2326+6141,23.4333333333333,61,351.5,0.79,1.78
J2329+16,23.4972222222222,16.95,352.458333333333,0.6321,+2.64
J2333+6145,23.5554022222222,61.7583583333333,353.331033333333,0.756899382059,5.01
J2340+08,23.6791666666667,8.55,355.1875,0.3033,+2.28
J2343+6221,23.7166666666667,62.35,355.75,1.799,4.59
J2352+65,23.8666666666667,65,358,1.164,7.72
